result,評価項目,評価表現,評判情報
"",操作性,が良いです,あとは、機能が絞られていて操作性が良いです迷わないで大体の設定ができますこれからもっともっと使い込んで見たいですぶれがひどいです・・・・僕はサッカーしてるところを主に撮りたいんですが、それには不向きなんかなぁ・・・___
"",操作性,はよい,自分が使いやすいように設定できる操作性は抜群によい。
"",操作性,が好きです,デザイン、ホールド感、操作性が好きです．
"",操作性,もありますが,操作性も、液晶が背面の大半を占めるため、窮屈な印象はありますが、それなりに使いやすいし、相変わらずワンボタンで露出補正ができるのは初代のoptio-S以来変わらず好感が持てます。
"",操作性,をしました,点を挙げるとすれば、ロックをしないと自重でレンズがすぐに伸びてしまうことで、操作性を−1ポイントとしました。
"",操作性,が高い,また操作性が極めて高いことや価格が低いこと、とも合わせ良い買い物をした気分です。
"",操作性,は満足です,これらの操作性は満足です。
"",操作性,は良好です,ピントリングやズームリングの操作性は良好です。
"",操作性,は良好です,各ボタンもバランスよく配置されているので、操作性は良好です。
"",操作性,は最高です,操作性は最高です、他の頭の固いメーカーと違い「デジタルだからこその」操作性が魅力!
"",操作性,も良く,操作性も良く、手にして1ヶ月たった今では頻繁に前後のダイヤルをクリクリしています。
"",操作性,も良好です,操作性も*istDS同様に良好です。
"",操作性,は良いです,操作性はニコンやキャノンのカメラを所持して使い分けてる人には不満もある人もいますが、他のメーカーと比べても操作性は良いです。
"",操作性,も良いです,操作性も良いです。
"",操作性,はありません,フィルムではZ-1を使っており、操作性は全く違和感がありません。
"",操作性,は思います,操作性は、RAW一発切り替えボタンがあったり、上部情報表示パネルもみやすくボタン位置も指が自然に触れていける感じでよいですし、液晶メニュー内容も解りやすくて操作面は成熟のレベルと思います。
"",操作性,は思います,操作性は、ファンクションで変更できる内容をカスタマイズ出来るとよかったと思います。
"",操作性,も良く,画質も申し分なく、操作性も良く、作りもカッチリしていて、さらにコストパフォーマンスも良く大満足してます。
"",操作性,はありません,ズームリングやフォーカスリングの操作性は悪くありません。
"",操作性,は劣りますが,操作性はK10Dに比べると劣りますが、使い難いという事は全くありませんので、各撮影モードとあわせ、初めて一眼を使う人でも使いやすいのではないかと思います。
"",操作性,はいいです,1.操作性はいいです。
"",操作性,は良いです,ズーム機能とクイックアシストAFのお陰で操作性は極めて良いです。
"",操作性,もいい,適度に小さくて(DA40は小さすぎる)、操作性もまぁまぁよく、カメラに付けた見た目もすごくいい。
"",操作性,は思います,操作性は、ちょっと太い感じはしますけどスムーズに回転すると思います。
